Store,Day,Month,Year,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Day of the Week
30,20,4,2012," $ 462,909.41 ",0,66.97,3.877,221.20,6.891,4/20/2012,Fri
31,20,4,2012," $ 1,407,036.59 ",0,66.97,3.877,221.20,6.891,4/20/2012,Fri
32,20,4,2012," $ 1,121,405.91 ",0,49.15,3.936,197.72,8.09,4/20/2012,Fri
33,20,4,2012," $ 261,837.20 ",0,72.94,4.111,131.12,7.396,4/20/2012,Fri
34,20,4,2012," $ 977,628.78 ",0,55.34,3.864,131.12,9.575,4/20/2012,Fri
35,20,4,2012," $ 794,660.24 ",0,62.62,4.027,141.90,8.876,4/20/2012,Fri
36,20,4,2012," $ 323,915.32 ",0,70.87,3.918,220.25,6.989,4/20/2012,Fri
37,20,4,2012," $ 523,483.19 ",0,70.87,3.877,220.25,6.989,4/20/2012,Fri
38,20,4,2012," $ 401,615.80 ",0,66.73,4.222,131.12,11.627,4/20/2012,Fri
39,20,4,2012," $ 1,433,391.04 ",0,70.04,3.877,220.25,6.989,4/20/2012,Fri
40,20,4,2012," $ 896,979.93 ",0,55.3,4.046,137.92,4.125,4/20/2012,Fri
41,20,4,2012," $ 1,220,815.33 ",0,43.57,3.936,197.72,6.547,4/20/2012,Fri
42,20,4,2012," $ 552,529.23 ",0,67.75,4.111,131.12,7.382,4/20/2012,Fri
43,20,4,2012," $ 638,144.98 ",0,67.28,3.877,213.01,9.575,4/20/2012,Fri
44,20,4,2012," $ 323,233.80 ",0,50.24,3.845,131.12,5.621,4/20/2012,Fri
45,20,4,2012," $ 776,661.74 ",0,63.13,4.027,190.81,8.567,4/20/2012,Fri
1,20,5,2011," $ 1,428,218.27 ",0,67.63,3.907,215.73,7.682,5/20/2011,Fri
2,20,5,2011," $ 1,688,281.86 ",0,67.14,3.907,215.38,7.931,5/20/2011,Fri
3,20,5,2011," $ 364,603.13 ",0,75.79,3.907,219.13,7.574,5/20/2011,Fri
4,20,5,2011," $ 2,015,563.48 ",0,70.49,3.881,129.08,5.946,5/20/2011,Fri
5,20,5,2011," $ 299,614.33 ",0,71.37,3.907,216.30,6.489,5/20/2011,Fri
6,20,5,2011," $ 1,382,783.83 ",0,72.01,3.907,217.29,6.855,5/20/2011,Fri
7,20,5,2011," $ 424,670.98 ",0,36.16,3.828,192.83,8.595,5/20/2011,Fri
8,20,5,2011," $ 836,049.89 ",0,65.54,3.907,219.17,6.297,5/20/2011,Fri
9,20,5,2011," $ 518,266.90 ",0,70.49,3.907,219.36,6.38,5/20/2011,Fri
10,20,5,2011," $ 1,720,908.01 ",0,72.62,3.99,129.08,8.494,5/20/2011,Fri
11,20,5,2011," $ 1,239,466.97 ",0,76.97,3.907,219.13,7.574,5/20/2011,Fri
12,20,5,2011," $ 924,134.99 ",0,66.59,4.169,129.08,13.736,5/20/2011,Fri
13,20,5,2011," $ 1,860,923.55 ",0,52.12,3.802,129.08,7.193,5/20/2011,Fri
14,20,5,2011," $ 1,959,967.80 ",0,62.28,4.062,185.97,8.521,5/20/2011,Fri
15,20,5,2011," $ 593,941.90 ",0,57.19,4.202,134.68,7.658,5/20/2011,Fri
16,20,5,2011," $ 435,397.19 ",0,43.95,3.828,192.83,6.339,5/20/2011,Fri
17,20,5,2011," $ 844,443.35 ",0,51.93,3.802,129.08,6.774,5/20/2011,Fri
18,20,5,2011," $ 994,610.43 ",0,57.55,4.101,134.68,8.975,5/20/2011,Fri
19,20,5,2011," $ 1,355,234.30 ",0,52.8,4.202,134.68,7.658,5/20/2011,Fri
20,20,5,2011," $ 1,953,416.06 ",0,59.01,4.062,208.76,7.287,5/20/2011,Fri
21,20,5,2011," $ 744,836.56 ",0,68.36,3.907,215.38,7.931,5/20/2011,Fri
22,20,5,2011," $ 970,307.83 ",0,58.56,4.101,138.59,8.252,5/20/2011,Fri
23,20,5,2011," $ 1,337,617.55 ",0,56.67,4.101,134.68,4.781,5/20/2011,Fri
24,20,5,2011," $ 1,234,281.70 ",0,59.84,4.202,134.68,8.212,5/20/2011,Fri
25,20,5,2011," $ 677,971.33 ",0,56.56,4.062,208.76,7.287,5/20/2011,Fri
26,20,5,2011," $ 938,334.62 ",0,48.86,4.101,134.68,7.818,5/20/2011,Fri
27,20,5,2011," $ 1,725,268.56 ",0,60.22,4.202,138.59,7.725,5/20/2011,Fri
28,20,5,2011," $ 1,151,282.31 ",0,66.59,4.169,129.08,13.736,5/20/2011,Fri
29,20,5,2011," $ 492,932.51 ",0,58.56,4.101,134.68,9.966,5/20/2011,Fri
30,20,5,2011," $ 435,102.20 ",0,68.36,3.907,215.38,7.931,5/20/2011,Fri
31,20,5,2011," $ 1,387,365.19 ",0,68.36,3.907,215.38,7.931,5/20/2011,Fri
32,20,5,2011," $ 1,145,084.76 ",0,45.71,3.828,192.83,8.595,5/20/2011,Fri
33,20,5,2011," $ 239,206.26 ",0,76.07,3.99,129.08,8.687,5/20/2011,Fri
34,20,5,2011," $ 945,018.83 ",0,61.47,3.881,129.08,10.581,5/20/2011,Fri
35,20,5,2011," $ 776,838.56 ",0,60.22,4.062,138.59,8.512,5/20/2011,Fri
36,20,5,2011," $ 376,183.44 ",0,73.02,3.925,214.47,8.3,5/20/2011,Fri
37,20,5,2011," $ 533,564.42 ",0,73.02,3.907,214.47,8.3,5/20/2011,Fri
38,20,5,2011," $ 365,730.76 ",0,66.59,4.169,129.08,13.736,5/20/2011,Fri
39,20,5,2011," $ 1,373,907.21 ",0,73.31,3.907,214.47,8.3,5/20/2011,Fri
40,20,5,2011," $ 907,110.83 ",0,56.38,4.101,134.68,4.781,5/20/2011,Fri
41,20,5,2011," $ 1,244,542.33 ",0,41.11,3.828,192.83,6.934,5/20/2011,Fri
42,20,5,2011," $ 524,559.95 ",0,72.62,3.99,129.08,8.494,5/20/2011,Fri
43,20,5,2011," $ 648,330.18 ",0,74.21,3.907,207.52,10.581,5/20/2011,Fri
44,20,5,2011," $ 303,559.23 ",0,52.12,3.802,129.08,6.906,5/20/2011,Fri
45,20,5,2011," $ 727,163.67 ",0,62.28,4.062,185.97,8.521,5/20/2011,Fri
1,20,7,2012," $ 1,497,954.76 ",0,80.42,3.311,221.93,6.908,7/20/2012,Fri
2,20,7,2012," $ 1,819,666.46 ",0,83.23,3.311,221.57,6.565,7/20/2012,Fri
3,20,7,2012," $ 432,424.85 ",0,81.38,3.311,225.44,6.334,7/20/2012,Fri
4,20,7,2012," $ 2,175,563.69 ",0,79.14,3.263,130.70,4.077,7/20/2012,Fri
5,20,7,2012," $ 321,205.12 ",0,81.05,3.311,222.52,5.603,7/20/2012,Fri
6,20,7,2012," $ 1,574,361.97 ",0,81.57,3.311,223.54,5.668,7/20/2012,Fri
7,20,7,2012," $ 686,345.69 ",0,62.87,3.585,197.93,7.872,7/20/2012,Fri
8,20,7,2012," $ 888,834.07 ",0,79.94,3.311,225.49,5.401,7/20/2012,Fri
9,20,7,2012," $ 513,991.57 ",0,83.39,3.311,225.69,5.277,7/20/2012,Fri
10,20,7,2012," $ 1,869,967.03 ",0,84.45,3.589,130.70,7.17,7/20/2012,Fri
11,20,7,2012," $ 1,344,483.81 ",0,82.41,3.311,225.44,6.334,7/20/2012,Fri
12,20,7,2012," $ 941,550.34 ",0,85.53,3.726,130.70,10.926,7/20/2012,Fri
13,20,7,2012," $ 2,053,089.32 ",0,75.69,3.556,130.70,5.765,7/20/2012,Fri
14,20,7,2012," $ 1,553,250.16 ",0,78.89,3.567,191.17,8.684,7/20/2012,Fri
15,20,7,2012," $ 592,369.22 ",0,75.31,3.732,138.23,8.193,7/20/2012,Fri
16,20,7,2012," $ 565,297.54 ",0,68.43,3.585,197.93,6.061,7/20/2012,Fri
17,20,7,2012," $ 944,698.70 ",0,70.59,3.556,130.70,5.936,7/20/2012,Fri
18,20,7,2012," $ 1,033,543.56 ",0,77.43,3.61,138.23,8.535,7/20/2012,Fri
19,20,7,2012," $ 1,317,672.92 ",0,76.17,3.732,138.23,8.193,7/20/2012,Fri
20,20,7,2012," $ 1,970,170.29 ",0,76.04,3.567,214.73,7.28,7/20/2012,Fri
21,20,7,2012," $ 691,200.33 ",0,84.25,3.311,221.57,6.565,7/20/2012,Fri
22,20,7,2012," $ 991,969.37 ",0,76.57,3.61,142.23,7.753,7/20/2012,Fri
23,20,7,2012," $ 1,381,339.23 ",0,71.13,3.61,138.23,4.156,7/20/2012,Fri
24,20,7,2012," $ 1,394,299.00 ",0,76.42,3.732,138.23,8.953,7/20/2012,Fri
25,20,7,2012," $ 685,676.58 ",0,74.32,3.567,214.73,7.28,7/20/2012,Fri
26,20,7,2012," $ 1,049,625.90 ",0,66.75,3.61,138.23,7.405,7/20/2012,Fri
27,20,7,2012," $ 1,730,913.66 ",0,78.64,3.732,142.23,8.239,7/20/2012,Fri
28,20,7,2012," $ 1,149,427.48 ",0,85.53,3.726,130.70,10.926,7/20/2012,Fri
29,20,7,2012," $ 506,705.36 ",0,76.57,3.61,138.23,9.419,7/20/2012,Fri
30,20,7,2012," $ 427,491.04 ",0,84.25,3.311,221.57,6.565,7/20/2012,Fri
31,20,7,2012," $ 1,392,395.20 ",0,84.25,3.311,221.57,6.565,7/20/2012,Fri
32,20,7,2012," $ 1,167,829.33 ",0,77.76,3.585,197.93,7.872,7/20/2012,Fri
33,20,7,2012," $ 253,205.89 ",0,91.49,3.589,130.70,7.147,7/20/2012,Fri
34,20,7,2012," $ 950,929.59 ",0,77.7,3.263,130.70,9.285,7/20/2012,Fri
35,20,7,2012," $ 841,224.74 ",0,78.64,3.567,142.23,8.839,7/20/2012,Fri
36,20,7,2012," $ 303,289.55 ",0,81.76,3.301,220.61,6.623,7/20/2012,Fri
37,20,7,2012," $ 503,744.56 ",0,81.76,3.311,220.61,6.623,7/20/2012,Fri
38,20,7,2012," $ 441,683.74 ",0,85.53,3.726,130.70,10.926,7/20/2012,Fri
39,20,7,2012," $ 1,582,168.27 ",0,80.32,3.311,220.61,6.623,7/20/2012,Fri
40,20,7,2012," $ 968,502.38 ",0,70.45,3.61,138.23,4.156,7/20/2012,Fri
41,20,7,2012," $ 1,347,175.93 ",0,74.06,3.585,197.93,6.432,7/20/2012,Fri
42,20,7,2012," $ 530,318.39 ",0,84.45,3.589,130.70,7.17,7/20/2012,Fri
43,20,7,2012," $ 596,554.05 ",0,83.83,3.311,213.32,9.285,7/20/2012,Fri
44,20,7,2012," $ 337,819.16 ",0,75.69,3.556,130.70,5.407,7/20/2012,Fri
45,20,7,2012," $ 737,613.65 ",0,78.89,3.567,191.17,8.684,7/20/2012,Fri
1,20,8,2010," $ 1,513,080.49 ",0,86.65,2.664,211.60,7.787,8/20/2010,Fri
2,20,8,2010," $ 1,964,335.23 ",0,88.7,2.664,211.26,8.099,8/20/2010,Fri
3,20,8,2010," $ 351,728.21 ",0,88.02,2.664,214.93,7.346,8/20/2010,Fri
4,20,8,2010," $ 1,997,181.09 ",0,78.83,2.671,126.08,7.372,8/20/2010,Fri
5,20,8,2010," $ 287,205.38 ",0,87.71,2.664,212.16,6.496,8/20/2010,Fri
6,20,8,2010," $ 1,539,930.50 ",0,87.36,2.664,213.13,6.973,8/20/2010,Fri
7,20,8,2010," $ 582,353.17 ",0,59.59,2.732,190.29,9.017,8/20/2010,Fri
8,20,8,2010," $ 870,676.44 ",0,79.36,2.664,214.98,6.315,8/20/2010,Fri
9,20,8,2010," $ 499,325.38 ",0,86.3,2.664,215.16,6.442,8/20/2010,Fri
10,20,8,2010," $ 1,983,190.56 ",0,89.88,3.041,126.08,9.199,8/20/2010,Fri
11,20,8,2010," $ 1,430,192.37 ",0,88.93,2.664,214.93,7.346,8/20/2010,Fri
12,20,8,2010," $ 948,447.34 ",0,92.81,3.041,126.08,14.18,8/20/2010,Fri
13,20,8,2010," $ 1,997,397.63 ",0,76.34,2.85,126.08,7.951,8/20/2010,Fri
14,20,8,2010," $ 2,057,138.31 ",0,76.01,2.779,182.62,8.743,8/20/2010,Fri
15,20,8,2010," $ 637,090.44 ",0,71.1,2.913,132.66,8.099,8/20/2010,Fri
16,20,8,2010," $ 521,516.96 ",0,63.59,2.732,190.29,6.868,8/20/2010,Fri
17,20,8,2010," $ 783,929.70 ",0,67.04,2.85,126.08,6.697,8/20/2010,Fri
18,20,8,2010," $ 1,141,860.67 ",0,71.76,2.796,132.66,9.342,8/20/2010,Fri
19,20,8,2010," $ 1,419,383.19 ",0,72.22,2.913,132.66,8.099,8/20/2010,Fri
20,20,8,2010," $ 1,975,374.56 ",0,75.34,2.779,204.82,7.527,8/20/2010,Fri
21,20,8,2010," $ 848,873.28 ",0,89.58,2.664,211.26,8.099,8/20/2010,Fri
22,20,8,2010," $ 1,017,045.44 ",0,73.21,2.796,136.52,8.433,8/20/2010,Fri
23,20,8,2010," $ 1,439,901.05 ",0,68.65,2.796,132.66,5.326,8/20/2010,Fri
24,20,8,2010," $ 1,375,307.54 ",0,72.17,2.913,132.66,8.117,8/20/2010,Fri
25,20,8,2010," $ 724,499.81 ",0,71.81,2.779,204.82,7.527,8/20/2010,Fri
26,20,8,2010," $ 1,007,385.36 ",0,62.68,2.796,132.66,8.445,8/20/2010,Fri
27,20,8,2010," $ 1,936,878.46 ",0,75.16,2.913,136.52,7.982,8/20/2010,Fri
28,20,8,2010," $ 1,195,897.60 ",0,92.81,3.041,126.08,14.18,8/20/2010,Fri
29,20,8,2010," $ 531,640.19 ",0,73.21,2.796,132.66,10.409,8/20/2010,Fri
30,20,8,2010," $ 447,139.80 ",0,89.58,2.664,211.26,8.099,8/20/2010,Fri
31,20,8,2010," $ 1,376,571.21 ",0,89.58,2.664,211.26,8.099,8/20/2010,Fri
32,20,8,2010," $ 1,189,887.86 ",0,71.46,2.732,190.29,9.017,8/20/2010,Fri
33,20,8,2010," $ 230,519.49 ",0,96.46,3.041,126.08,9.495,8/20/2010,Fri
34,20,8,2010," $ 985,152.94 ",0,76.45,2.671,126.08,9.816,8/20/2010,Fri
35,20,8,2010," $ 1,033,719.50 ",0,75.16,2.779,136.52,8.861,8/20/2010,Fri
36,20,8,2010," $ 437,949.90 ",0,85.54,2.604,210.36,8.36,8/20/2010,Fri
37,20,8,2010," $ 486,930.72 ",0,85.54,2.664,210.36,8.36,8/20/2010,Fri
38,20,8,2010," $ 329,139.73 ",0,92.81,3.041,126.08,14.18,8/20/2010,Fri
39,20,8,2010," $ 1,471,816.52 ",0,85.73,2.664,210.36,8.36,8/20/2010,Fri
40,20,8,2010," $ 932,397.00 ",0,67.05,2.796,132.66,5.326,8/20/2010,Fri
41,20,8,2010," $ 1,353,838.39 ",0,66.19,2.732,190.29,7.335,8/20/2010,Fri
42,20,8,2010," $ 500,945.63 ",0,89.88,3.041,126.08,9.199,8/20/2010,Fri
43,20,8,2010," $ 712,869.09 ",0,85.26,2.664,203.51,9.816,8/20/2010,Fri
44,20,8,2010," $ 284,740.50 ",0,76.34,2.85,126.08,7.804,8/20/2010,Fri
45,20,8,2010," $ 708,568.29 ",0,76.01,2.779,182.62,8.743,8/20/2010,Fri
1,21,1,2011," $ 1,327,405.42 ",0,44.04,3.016,211.83,7.742,1/21/2011,Fri
2,21,1,2011," $ 1,751,384.90 ",0,41.4,3.016,211.49,8.028,1/21/2011,Fri
3,21,1,2011," $ 350,876.70 ",0,50.74,3.016,215.13,7.551,1/21/2011,Fri
4,21,1,2011," $ 1,886,393.94 ",0,38.34,3.017,127.44,6.51,1/21/2011,Fri
5,21,1,2011," $ 275,313.34 ",0,45.41,3.016,212.38,6.634,1/21/2011,Fri
6,21,1,2011," $ 1,261,253.18 ",0,46.2,3.016,213.34,6.858,1/21/2011,Fri
7,21,1,2011," $ 521,539.46 ",0,25.4,2.973,191.57,8.818,1/21/2011,Fri
8,21,1,2011," $ 822,668.23 ",0,42.06,3.016,215.17,6.262,1/21/2011,Fri
9,21,1,2011," $ 454,021.69 ",0,44.72,3.016,215.36,6.416,1/21/2011,Fri
10,21,1,2011," $ 1,677,556.18 ",0,56.75,3.336,127.44,8.744,1/21/2011,Fri
11,21,1,2011," $ 1,187,776.19 ",0,51.51,3.016,215.13,7.551,1/21/2011,Fri
12,21,1,2011," $ 802,105.50 ",0,53.53,3.223,127.44,14.021,1/21/2011,Fri
13,21,1,2011," $ 1,770,177.37 ",0,34.8,2.934,127.44,7.47,1/21/2011,Fri
14,21,1,2011," $ 1,743,188.87 ",0,30.55,3.229,182.92,8.549,1/21/2011,Fri
15,21,1,2011," $ 487,311.03 ",0,21.84,3.391,133.03,7.771,1/21/2011,Fri
16,21,1,2011," $ 462,888.13 ",0,28.6,2.973,191.57,6.614,1/21/2011,Fri
17,21,1,2011," $ 755,804.37 ",0,26.62,2.934,127.44,6.866,1/21/2011,Fri
18,21,1,2011," $ 891,148.55 ",0,22.55,3.232,133.03,9.131,1/21/2011,Fri
19,21,1,2011," $ 1,212,967.84 ",0,22.8,3.391,133.03,7.771,1/21/2011,Fri
20,21,1,2011," $ 1,781,805.66 ",0,27.43,3.229,205.05,7.343,1/21/2011,Fri
21,21,1,2011," $ 663,941.73 ",0,42.72,3.016,211.49,8.028,1/21/2011,Fri
22,21,1,2011," $ 855,001.02 ",0,26.8,3.232,136.89,8.458,1/21/2011,Fri
23,21,1,2011," $ 1,110,706.06 ",0,15.58,3.232,133.03,5.114,1/21/2011,Fri
24,21,1,2011," $ 1,107,170.39 ",0,23.69,3.391,133.03,8.252,1/21/2011,Fri
25,21,1,2011," $ 568,093.57 ",0,23.21,3.229,205.05,7.343,1/21/2011,Fri
26,21,1,2011," $ 809,833.21 ",0,12.98,3.232,133.03,7.907,1/21/2011,Fri
27,21,1,2011," $ 1,517,029.90 ",0,30.13,3.391,136.89,7.827,1/21/2011,Fri
28,21,1,2011," $ 1,079,669.11 ",0,53.53,3.223,127.44,14.021,1/21/2011,Fri
29,21,1,2011," $ 445,134.15 ",0,26.8,3.232,133.03,10.256,1/21/2011,Fri
30,21,1,2011," $ 439,132.62 ",0,42.72,3.016,211.49,8.028,1/21/2011,Fri
31,21,1,2011," $ 1,344,167.13 ",0,42.72,3.016,211.49,8.028,1/21/2011,Fri
32,21,1,2011," $ 1,078,348.91 ",0,34.54,2.973,191.57,8.818,1/21/2011,Fri
33,21,1,2011," $ 244,856.44 ",0,59.46,3.336,127.44,8.951,1/21/2011,Fri
34,21,1,2011," $ 891,025.39 ",0,39.57,3.017,127.44,10.398,1/21/2011,Fri
35,21,1,2011," $ 659,902.07 ",0,30.13,3.229,136.89,8.549,1/21/2011,Fri
36,21,1,2011," $ 399,191.05 ",0,51.18,2.98,210.60,8.395,1/21/2011,Fri
37,21,1,2011," $ 526,486.82 ",0,51.18,3.016,210.60,8.395,1/21/2011,Fri
38,21,1,2011," $ 341,098.08 ",0,53.53,3.223,127.44,14.021,1/21/2011,Fri
39,21,1,2011," $ 1,243,370.74 ",0,50.25,3.016,210.60,8.395,1/21/2011,Fri
40,21,1,2011," $ 764,014.75 ",0,14.64,3.232,133.03,5.114,1/21/2011,Fri
41,21,1,2011," $ 1,088,025.80 ",0,32.7,2.973,191.57,7.241,1/21/2011,Fri
42,21,1,2011," $ 533,414.62 ",0,56.75,3.336,127.44,8.744,1/21/2011,Fri
43,21,1,2011," $ 601,004.79 ",0,53.05,3.016,203.83,10.398,1/21/2011,Fri
44,21,1,2011," $ 276,157.80 ",0,34.8,2.934,127.44,7.224,1/21/2011,Fri
45,21,1,2011," $ 644,285.33 ",0,30.55,3.229,182.92,8.549,1/21/2011,Fri
1,21,5,2010," $ 1,399,662.07 ",0,76.44,2.826,210.62,7.808,5/21/2010,Fri
2,21,5,2010," $ 1,896,937.10 ",0,74.83,2.826,210.28,8.2,5/21/2010,Fri
3,21,5,2010," $ 343,763.17 ",0,75.81,2.826,213.91,7.343,5/21/2010,Fri
4,21,5,2010," $ 1,903,752.60 ",0,67.4,2.82,126.18,7.896,5/21/2010,Fri
5,21,5,2010," $ 301,615.49 ",0,75.2,2.826,211.17,6.465,5/21/2010,Fri
6,21,5,2010," $ 1,531,938.44 ",0,74.8,2.826,212.13,7.092,5/21/2010,Fri
7,21,5,2010," $ 395,195.65 ",0,46.6,2.776,189.47,8.963,5/21/2010,Fri
8,21,5,2010," $ 818,333.21 ",0,66.03,2.826,213.96,6.29,5/21/2010,Fri
9,21,5,2010," $ 506,274.94 ",0,71.5,2.826,214.14,6.384,5/21/2010,Fri
10,21,5,2010," $ 1,847,613.58 ",0,78.32,3.12,126.18,9.524,5/21/2010,Fri
11,21,5,2010," $ 1,271,646.62 ",0,76.97,2.826,213.91,7.343,5/21/2010,Fri
12,21,5,2010," $ 958,374.56 ",0,76.2,3.12,126.18,14.099,5/21/2010,Fri
13,21,5,2010," $ 1,853,657.60 ",0,57.71,2.95,126.18,8.107,5/21/2010,Fri
14,21,5,2010," $ 2,108,187.10 ",0,62.62,2.958,181.85,8.899,5/21/2010,Fri
15,21,5,2010," $ 616,598.10 ",0,59.09,3.096,132.22,8.185,5/21/2010,Fri
16,21,5,2010," $ 435,300.51 ",0,47.34,2.776,189.47,6.842,5/21/2010,Fri
17,21,5,2010," $ 826,626.50 ",0,53.94,2.95,126.18,6.635,5/21/2010,Fri
18,21,5,2010," $ 1,101,621.36 ",0,60.27,2.961,132.22,9.269,5/21/2010,Fri
19,21,5,2010," $ 1,377,716.17 ",0,57.53,3.096,132.22,8.185,5/21/2010,Fri
20,21,5,2010," $ 1,893,736.90 ",0,60.38,2.958,203.88,7.856,5/21/2010,Fri
21,21,5,2010," $ 753,361.72 ",0,74.24,2.826,210.28,8.2,5/21/2010,Fri
22,21,5,2010," $ 979,977.89 ",0,59.99,2.961,136.08,8.348,5/21/2010,Fri
23,21,5,2010," $ 1,327,424.28 ",0,57.94,2.961,132.22,5.435,5/21/2010,Fri
24,21,5,2010," $ 1,283,482.85 ",0,60.44,3.096,132.22,8.211,5/21/2010,Fri
25,21,5,2010," $ 704,113.22 ",0,57.17,2.958,203.88,7.856,5/21/2010,Fri
26,21,5,2010," $ 986,765.01 ",0,50.81,2.961,132.22,8.512,5/21/2010,Fri
27,21,5,2010," $ 1,836,595.58 ",0,63.31,3.096,136.08,8.058,5/21/2010,Fri
28,21,5,2010," $ 1,217,923.71 ",0,76.2,3.12,126.18,14.099,5/21/2010,Fri
29,21,5,2010," $ 502,021.82 ",0,59.99,2.961,132.22,10.16,5/21/2010,Fri
30,21,5,2010," $ 455,751.84 ",0,74.24,2.826,210.28,8.2,5/21/2010,Fri
31,21,5,2010," $ 1,337,405.60 ",0,74.24,2.826,210.28,8.2,5/21/2010,Fri
32,21,5,2010," $ 1,143,819.35 ",0,55.89,2.776,189.47,8.963,5/21/2010,Fri
33,21,5,2010," $ 294,264.20 ",0,82.8,3.12,126.18,9.849,5/21/2010,Fri
34,21,5,2010," $ 913,616.32 ",0,63.99,2.82,126.18,9.593,5/21/2010,Fri
35,21,5,2010," $ 1,078,182.18 ",0,63.31,2.958,136.08,9.051,5/21/2010,Fri
36,21,5,2010," $ 474,917.98 ",0,77.34,2.767,209.39,8.464,5/21/2010,Fri
37,21,5,2010," $ 510,494.70 ",0,77.34,2.826,209.39,8.464,5/21/2010,Fri
38,21,5,2010," $ 340,497.08 ",0,76.2,3.12,126.18,14.099,5/21/2010,Fri
39,21,5,2010," $ 1,350,673.98 ",0,76.67,2.826,209.39,8.464,5/21/2010,Fri
40,21,5,2010," $ 885,613.91 ",0,56.75,2.961,132.22,5.435,5/21/2010,Fri
41,21,5,2010," $ 1,163,234.33 ",0,50.59,2.776,189.47,7.363,5/21/2010,Fri
42,21,5,2010," $ 504,403.16 ",0,78.32,3.12,126.18,9.524,5/21/2010,Fri
43,21,5,2010," $ 672,062.08 ",0,74.74,2.826,202.62,9.593,5/21/2010,Fri
44,21,5,2010," $ 267,065.35 ",0,57.71,2.95,126.18,7.972,5/21/2010,Fri
45,21,5,2010," $ 747,888.25 ",0,62.62,2.958,181.85,8.899,5/21/2010,Fri
1,21,9,2012," $ 1,506,126.06 ",0,69.87,3.721,222.78,6.908,9/21/2012,Fri
2,21,9,2012," $ 1,829,415.67 ",0,71.09,3.721,222.42,6.565,9/21/2012,Fri
3,21,9,2012," $ 414,392.09 ",0,72.78,3.721,226.32,6.334,9/21/2012,Fri
4,21,9,2012," $ 2,119,438.53 ",0,68.97,3.721,131.01,4.077,9/21/2012,Fri
5,21,9,2012," $ 307,306.76 ",0,71.09,3.721,223.37,5.603,9/21/2012,Fri
6,21,9,2012," $ 1,425,603.65 ",0,70.81,3.721,224.40,5.668,9/21/2012,Fri
7,21,9,2012," $ 530,842.25 ",0,51.77,3.765,198.36,7.872,9/21/2012,Fri
8,21,9,2012," $ 857,796.45 ",0,66.96,3.721,226.36,5.401,9/21/2012,Fri
9,21,9,2012," $ 533,756.88 ",0,69.92,3.721,226.56,5.277,9/21/2012,Fri
10,21,9,2012," $ 1,671,857.57 ",0,81.93,4.125,131.01,7.17,9/21/2012,Fri
11,21,9,2012," $ 1,326,132.98 ",0,73.64,3.721,226.32,6.334,9/21/2012,Fri
12,21,9,2012," $ 922,735.37 ",0,82.97,4.125,131.01,10.926,9/21/2012,Fri
13,21,9,2012," $ 1,938,379.66 ",0,67.96,3.821,131.01,5.765,9/21/2012,Fri
14,21,9,2012," $ 1,565,352.46 ",0,65.32,4.038,191.86,8.684,9/21/2012,Fri
15,21,9,2012," $ 533,161.64 ",0,60.34,4.203,138.65,8.193,9/21/2012,Fri
16,21,9,2012," $ 509,942.56 ",0,56.48,3.765,198.36,6.061,9/21/2012,Fri
17,21,9,2012," $ 938,303.28 ",0,58.43,3.821,131.01,5.936,9/21/2012,Fri
18,21,9,2012," $ 971,386.65 ",0,60.23,4.056,138.65,8.535,9/21/2012,Fri
19,21,9,2012," $ 1,338,572.29 ",0,60.62,4.203,138.65,8.193,9/21/2012,Fri
20,21,9,2012," $ 2,028,587.24 ",0,60.94,4.038,215.55,7.28,9/21/2012,Fri
21,21,9,2012," $ 667,151.46 ",0,71.54,3.721,222.42,6.565,9/21/2012,Fri
22,21,9,2012," $ 921,612.53 ",0,63.38,4.056,142.68,7.753,9/21/2012,Fri
23,21,9,2012," $ 1,338,627.55 ",0,56.8,4.056,138.65,4.156,9/21/2012,Fri
24,21,9,2012," $ 1,261,158.47 ",0,61.25,4.203,138.65,8.953,9/21/2012,Fri
25,21,9,2012," $ 664,745.20 ",0,57.6,4.038,215.55,7.28,9/21/2012,Fri
26,21,9,2012," $ 961,084.08 ",0,52.68,4.056,138.65,7.405,9/21/2012,Fri
27,21,9,2012," $ 1,557,485.75 ",0,66.1,4.203,142.68,8.239,9/21/2012,Fri
28,21,9,2012," $ 1,135,340.19 ",0,82.97,4.125,131.01,10.926,9/21/2012,Fri
29,21,9,2012," $ 489,079.23 ",0,63.38,4.056,138.65,9.419,9/21/2012,Fri
30,21,9,2012," $ 443,891.64 ",0,71.54,3.721,222.42,6.565,9/21/2012,Fri
31,21,9,2012," $ 1,373,064.87 ",0,71.54,3.721,222.42,6.565,9/21/2012,Fri
32,21,9,2012," $ 1,159,119.60 ",0,63.49,3.765,198.36,7.872,9/21/2012,Fri
33,21,9,2012," $ 252,709.58 ",0,86.53,4.125,131.01,7.147,9/21/2012,Fri
34,21,9,2012," $ 943,047.78 ",0,66.08,3.721,131.01,9.285,9/21/2012,Fri
35,21,9,2012," $ 772,302.94 ",0,66.1,4.038,142.68,8.839,9/21/2012,Fri
36,21,9,2012," $ 293,804.45 ",0,75.98,3.709,221.46,6.623,9/21/2012,Fri
37,21,9,2012," $ 521,320.98 ",0,75.98,3.721,221.46,6.623,9/21/2012,Fri
38,21,9,2012," $ 409,600.98 ",0,82.97,4.125,131.01,10.926,9/21/2012,Fri
